eNodeB Name,Integrity,RRC Setup Success Ratio_LTE(%),RRC Setup Success Ratio_NOM_LTE(number),RRC Setup Success Ratio_DENOM_LTE(number),E-RAB Setup Success Ratio_LTE(%),E-RAB Setup Success Ratio_NOM_LTE(number),E-RAB Setup Success Ratio (Denom),E-RAB Drop Ratio_LTE(%),E-RAB Drop Ratio_NOM_LTE(number),E-RAB Drop Ratio_DENOM_LTE(number),Intra-eNB Handover Success Ratio_LTE(%),Intra-eNB Handover Success Ratio_NOM_LTE(number),Intra-eNB Handover Success Ratio_DENOM_LTE(number),Inter-eNB HO Success Ratio (X2-Based)_new_LTE(%),Inter-eNB HO Success Ratio (X2-Based)_new_NOM_LTE(number),Inter-eNB HO Success Ratio (X2-Based)_new_DENOM_LTE(number),Inter-RAT HO Success Ratio %,Inter-RAT HO Success Ratio (Nom),Inter-RAT HO Success Ratio (Denom)(number),IRAT Redir Success Rate_LTE(%),IRAT Redir Success Rate_NOM_LTE(number),IRAT Redir Success Rate_DENOM_LTE(number),CSFB Prepare Success Rate_LTE(number),CSFB Prepare Success Rate_NOM_LTE(number),CSFB Prepare Success Rate_DENOM_LTE(number),CSFB execution ratio_LTE(%),CSFB execution ratio_NOM_LTE(number),CSFB execution ratio_DENOM_LTE(number),CSFB SR v7.0_LTE(%),CSFB SR v7.0_NOM_LTE(number),CSFB SR v7.0_DENOM_LTE(number),S1 Signaling Success Ratio_LTE(%),S1 Signaling Success Ratio_NOM_LTE(number),S1 Signaling Success Ratio_DENOM_LTE(number),Packet Delay Budget (UE to PGW),Packet Delay Budget (UE to PGW) (Nom)(number),Packet Delay Budget (UE to PGW) (Denom)(number),Packet Delay Budget QCI1_QCI5_LTE(ms),Packet Delay Budget QCI1_QCI5 (Nom)(number),Packet Delay Budget QCI1_QCI5 (Denom)(number),Packet Loss-DL_LTE(%),Packet Loss-DL (Nom)(number),Packet Loss-DL (Denom)(number),MS_L2W CSFB Prepare SR(%),MS_L2W CSFB Prepare SR_NOM(number),MS_L2W CSFB Prepare SR_DENOM(number),MS_L2W CSFB Execution SR(%),MS_L2W CSFB Execution SR_NOM(number),MS_L2W CSFB Execution SR_DENOM(number),Maximum eNodeB RB utilization DL_LTE(%),Average eNodeB RB utilization UL_LTE(%),dl_avg,ul_avg,dl_peak,ul_peak,MS_RTWP(dBm),RTWP_LTE(dB),RTWP(dBm0),Duration of Cell Unavailability_LTE(s),L.Cell.Avail.Dur(s),MS_Radio Network Availability Rate (LTE)(%),Volume Traffic DL (MB)(MB),MS_Volume Traffic UL (MB)(MB),Total Traffic_LTE(MB),MS_PI_L.Traffic.User.Max(MAX)(number),MS_Number of CSFB-based blind redirections from E-UTRAN to GERAN(number),MS_Number of CSFB-based blind redirections from E-UTRAN to WCDMA(number),MS_CSFB to UMTS Times(times)(times),MS_CSFB to GSM Times(times)(times),MS_L.RRCRedirection.E2W.CSFB(number),MS_PI_L.Traffic.User.Avg(SUM)(number),MS_PI_L.Traffic.User.Max(SUM)(number),MS_L.Traffic.User.DLData.Avg(number),MS_L.traffic.User.ULData.Avg(number),MS_L.Traffic.ActiveUser.Avg(number),MS_L.Traffic.ActiveUser.Max(number),MS_RBLER-DL(%),MS_PI_L.Traffic.User.Avg(AVG)(number),Maximum eNodeB RB utilization DL (Nom)(number),Maximum eNodeB RB utilization DL (Denom)(number),Average eNodeB RB utilization UL (Nom)(number),Average eNodeB RB utilization UL (Denom)(number),Radio Network Availability Rate (LTE) (Nom)(number),Radio Network Availability Rate (LTE) (Denom)(number),MS_Average PDCP Layer Active Cell Throughput DL(number),MS_Average PDCP Layer Active Cell Throughput DL_NOM(number),MS_Average PDCP Layer Active Cell Throughput DL_DENOM(number),MS_Average PDCP Layer Active Cell Throughput UL(number),MS_Average PDCP Layer Active Cell Throughput UL_NOM(number),MS_Average PDCP Layer Active Cell Throughput UL_DENOM(number),MS_Duration of Cell Unavailability(s),MS_UL Packet Loss Rate(%),MS_UL Packet Loss Rate_NOM(number),MS_UL Packet Loss Rate_DENOM(number),MS_RBLER-DL_NOM(number),MS_RBLER-DL_DENOM(number),MS_Inter-RAT HO Success Ratio(%),MS_Inter-RAT HO Success Ratio_DENOM(number),MS_Inter-RAT HO Success Ratio_NOM(number)
103437_AstanaJapura_Bunte_MBTS,100.0,99.8871,1769.0,1771.0,99.9449,1813.0,1814.0,0.0555,1.0,1803.0,100.0,1325.0,1325.0,98.1595,160.0,163.0,0.0,0.0,0.0,100.0,216.0,216.0,100.0,8.0,8.0,100.0,8.0,8.0,100.0,8.0,8.0,99.9061,2128.0,2130.0,19.5731,18413593.0,940760.0,0.0,0.0,940760.0,0.0,0.0,942412.0,100.0,0.0,0.0,100.0,0.0,0.0,10.5824,14.8202,8.635,1.4548,16.5561,6.3569,-117.6667,-117.6667,-117.6667,0.0,10800.0,100.0,844.4017,83.1653,927.567,18.0,0.0,0.0,8.0,0.0,8.0,17.4097,42.0,5.9228,6.8317,0.0,14.0,0.081,5.8032,2.6456,25.0,3.7051,25.0,10800.0,10800.0,8723.3864,7083354848.0,811996.0,1274.1531,697640888.0,547533.0,0.0,0.0,50.0,868532.0,885.0,1092443.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.8767,1620.0,1622.0,99.6968,1644.0,1649.0,0.124,2.0,1613.0,100.0,795.0,795.0,99.4083,168.0,169.0,0.0,0.0,0.0,100.0,186.0,186.0,100.0,4.0,4.0,100.0,4.0,4.0,100.0,4.0,4.0,99.797,1966.0,1970.0,17.9466,10084693.0,561925.0,0.0,0.0,561925.0,0.0,1.0,563094.0,100.0,0.0,0.0,100.0,0.0,0.0,7.7388,13.5596,10.9445,1.3516,14.0873,0.8225,-117.6667,-117.6667,-117.6667,0.0,10800.0,100.0,561.0195,43.5039,604.5233,23.0,0.0,0.0,4.0,0.0,4.0,14.5978,43.0,4.8817,5.5328,0.0,12.0,0.1178,4.8659,1.9347,25.0,3.3899,25.0,10800.0,10800.0,10338.8281,4706172520.0,455194.0,1272.1994,364936760.0,286855.0,0.0,0.0,58.0,547022.0,766.0,650530.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.933,1491.0,1492.0,99.8704,1541.0,1543.0,0.0671,1.0,1491.0,100.0,406.0,406.0,98.3146,175.0,178.0,0.0,0.0,0.0,100.0,216.0,216.0,100.0,2.0,2.0,100.0,2.0,2.0,100.0,2.0,2.0,99.8963,1926.0,1928.0,34.0602,18202270.0,534395.0,0.0,0.0,534395.0,0.0,0.0,535650.0,100.0,0.0,0.0,100.0,0.0,0.0,8.2682,13.1269,9.5099,1.0852,17.4639,0.923,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,582.9616,37.9542,620.9158,14.0,0.0,0.0,2.0,0.0,2.0,11.455,31.0,3.3764,3.8019,0.0,10.0,0.1368,3.8183,2.0671,25.0,3.2817,25.0,10800.0,10800.0,9987.31,4890236384.0,489645.0,1118.455,318382760.0,284663.0,0.0,0.0,49.0,483829.0,880.0,643208.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1351.0,1351.0,100.0,1381.0,1381.0,0.0,0.0,1388.0,100.0,283.0,283.0,97.7099,128.0,131.0,0.0,0.0,0.0,100.0,213.0,213.0,100.0,4.0,4.0,100.0,4.0,4.0,100.0,4.0,4.0,99.8283,1744.0,1747.0,32.1007,9199245.0,285227.0,0.0,0.0,285227.0,0.0,0.0,285688.0,100.0,0.0,0.0,100.0,0.0,0.0,8.2923,12.4238,5.3522,0.4582,13.3266,0.8847,-118.6667,-118.6667,-118.6667,0.0,10800.0,100.0,344.6746,19.033,363.7076,10.0,0.0,0.0,4.0,0.0,4.0,7.2692,25.0,1.4147,1.6917,0.0,9.0,0.108,2.4231,2.0731,25.0,3.106,25.0,10800.0,10800.0,5892.348,2891339808.0,490694.0,492.2154,159660408.0,324371.0,0.0,0.0,11.0,242067.0,630.0,583068.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1346.0,1346.0,99.8544,1372.0,1374.0,0.0,0.0,1341.0,100.0,477.0,477.0,100.0,153.0,153.0,0.0,0.0,0.0,100.0,156.0,156.0,100.0,2.0,2.0,100.0,2.0,2.0,100.0,2.0,2.0,99.8807,1674.0,1676.0,26.3205,9809893.0,372697.0,0.0,0.0,372697.0,0.0,0.0,373546.0,100.0,0.0,0.0,100.0,0.0,0.0,8.7835,13.3028,5.4664,0.251,9.1473,2.1185,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,393.5084,26.2798,419.7883,25.0,0.0,0.0,2.0,0.0,2.0,8.6908,42.0,2.1453,2.4747,0.0,13.0,0.1072,2.897,2.1959,25.0,3.3257,25.0,10800.0,10800.0,5859.6727,3300988000.0,563340.0,306.0338,220451136.0,720349.0,0.0,0.0,37.0,337994.0,738.0,688564.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.8253,1143.0,1145.0,100.0,1162.0,1162.0,0.1701,2.0,1176.0,99.1051,443.0,447.0,98.8889,89.0,90.0,0.0,0.0,0.0,100.0,149.0,149.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,99.8573,1400.0,1402.0,45.8291,33144059.0,723206.0,0.0,0.0,723206.0,0.0,1.0,724529.0,100.0,0.0,0.0,100.0,0.0,0.0,10.7237,12.6959,8.3614,0.8937,10.0336,0.9931,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,905.952,41.0969,947.0489,10.0,0.0,0.0,1.0,0.0,1.0,7.9436,25.0,2.5436,2.7011,0.0,10.0,0.0829,2.6479,2.6809,25.0,3.174,25.0,10800.0,10800.0,10040.0644,7599676160.0,756935.0,935.8227,344745840.0,368388.0,0.0,0.0,18.0,621593.0,730.0,880118.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1105.0,1105.0,99.9106,1117.0,1118.0,0.0,0.0,1109.0,100.0,105.0,105.0,100.0,38.0,38.0,0.0,0.0,0.0,100.0,134.0,134.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,99.9235,1307.0,1308.0,18.2485,1184666.0,64893.0,0.0,0.0,64893.0,0.0,3.0,65244.0,100.0,0.0,0.0,100.0,0.0,0.0,3.9514,11.3918,9.4325,0.7396,12.8997,0.6255,-118.6667,-118.6667,-118.6667,0.0,10800.0,100.0,62.5563,7.1076,69.6639,8.0,0.0,0.0,1.0,0.0,1.0,5.4145,17.0,1.0283,1.3472,0.0,7.0,0.2517,1.8048,0.9879,25.0,2.848,25.0,10800.0,10800.0,8371.3817,524760064.0,62685.0,811.3214,59623200.0,73489.0,0.0,0.0,52.0,70615.0,311.0,123556.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.9205,1257.0,1258.0,100.0,1283.0,1283.0,0.0,0.0,1284.0,100.0,255.0,255.0,100.0,79.0,79.0,0.0,0.0,0.0,100.0,149.0,149.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,99.8673,1505.0,1507.0,11.619,1975062.0,169985.0,0.0,0.0,169985.0,0.0,1.0,170508.0,100.0,0.0,0.0,100.0,0.0,0.0,5.0101,12.1709,10.552,0.3755,10.0389,0.9268,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,170.0934,14.9606,185.054,18.0,0.0,0.0,1.0,0.0,1.0,7.7858,39.0,1.9133,2.3408,0.0,11.0,0.1185,2.5953,1.2525,25.0,3.0427,25.0,10800.0,10800.0,9172.0309,1426846992.0,155565.0,443.3944,125498784.0,283041.0,0.0,0.0,21.0,165322.0,299.0,252234.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1263.0,1263.0,100.0,1309.0,1309.0,0.0772,1.0,1295.0,100.0,365.0,365.0,100.0,119.0,119.0,0.0,0.0,0.0,100.0,165.0,165.0,100.0,2.0,2.0,100.0,2.0,2.0,100.0,2.0,2.0,99.9363,1568.0,1569.0,13.9009,7516522.0,540722.0,0.0,0.0,540722.0,0.0,1.0,541441.0,100.0,0.0,0.0,100.0,0.0,0.0,8.108,12.4979,11.2088,1.4995,17.4273,2.1362,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,623.9717,47.4739,671.4455,9.0,0.0,0.0,2.0,0.0,2.0,8.975,24.0,2.6036,3.0997,0.0,11.0,0.0882,2.9917,2.027,25.0,3.1245,25.0,10800.0,10800.0,11080.7173,5234253840.0,472375.0,1428.4109,398239536.0,278799.0,0.0,0.0,6.0,501471.0,525.0,595127.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.873,1573.0,1575.0,99.9378,1606.0,1607.0,0.0632,1.0,1582.0,100.0,683.0,683.0,98.0583,101.0,103.0,0.0,0.0,0.0,100.0,222.0,222.0,100.0,10.0,10.0,100.0,10.0,10.0,100.0,10.0,10.0,99.8984,1966.0,1968.0,40.3904,16433592.0,406869.0,0.0,0.0,406869.0,0.0,2.0,408366.0,100.0,0.0,0.0,100.0,0.0,0.0,7.8422,12.8412,8.2314,1.1881,15.4121,0.8088,-118.0,-118.0,-118.0,0.0,10800.0,100.0,469.8988,33.746,503.6447,11.0,0.0,0.0,10.0,0.0,10.0,11.2794,26.0,2.9458,3.405,0.0,11.0,0.1422,3.7598,1.9605,25.0,3.2103,25.0,10800.0,10800.0,9778.9731,3941796496.0,403089.0,1173.6241,283081648.0,241203.0,0.0,0.0,47.0,403396.0,774.0,544410.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.9406,1683.0,1684.0,99.9417,1715.0,1716.0,0.2342,4.0,1708.0,100.0,766.0,766.0,97.861,183.0,187.0,0.0,0.0,0.0,100.0,238.0,238.0,100.0,16.0,16.0,100.0,16.0,16.0,100.0,16.0,16.0,99.9518,2072.0,2073.0,35.3064,21165156.0,599470.0,0.0,0.0,599470.0,0.0,3.0,601077.0,100.0,0.0,0.0,100.0,0.0,0.0,9.4473,13.5581,8.2284,1.1475,14.5626,2.7828,-117.6667,-117.6667,-117.6667,0.0,10800.0,100.0,609.188,55.0191,664.2072,15.0,0.0,0.0,16.0,0.0,16.0,13.1403,36.0,3.885,4.277,0.0,12.0,0.0998,4.3801,2.3618,25.0,3.3895,25.0,10800.0,10800.0,8712.2342,5110239352.0,586559.0,1156.3995,461534080.0,399113.0,0.0,0.0,23.0,504773.0,771.0,772213.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.9469,1883.0,1884.0,99.8956,1913.0,1915.0,0.1041,2.0,1922.0,100.0,1102.0,1102.0,96.9697,160.0,165.0,0.0,0.0,0.0,100.0,319.0,319.0,100.0,18.0,18.0,100.0,18.0,18.0,100.0,18.0,18.0,99.9153,2358.0,2360.0,13.9151,6023055.0,432841.0,0.0,0.0,432841.0,0.0,1.0,434212.0,100.0,0.0,0.0,100.0,0.0,0.0,7.6428,12.9682,9.8373,1.1083,16.3008,2.1178,-117.6667,-117.6667,-117.6667,0.0,10800.0,100.0,433.5948,33.4587,467.0535,15.0,0.0,0.0,18.0,0.0,18.0,11.8275,31.0,3.0772,3.296,0.0,9.0,0.1326,3.9425,1.9107,25.0,3.2421,25.0,10800.0,10800.0,9481.4309,3637257024.0,383619.0,1086.1498,280671968.0,258410.0,0.0,0.0,54.0,395677.0,710.0,535261.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1731.0,1731.0,99.9436,1772.0,1773.0,0.1708,3.0,1756.0,100.0,824.0,824.0,99.5745,234.0,235.0,0.0,0.0,0.0,100.0,245.0,245.0,100.0,7.0,7.0,100.0,7.0,7.0,100.0,7.0,7.0,99.8189,2205.0,2209.0,35.5214,24612694.0,692897.0,0.0,0.0,692897.0,0.0,1.0,694154.0,100.0,0.0,0.0,100.0,0.0,0.0,9.9528,13.3781,10.1744,1.1838,15.6174,1.2033,-118.0,-118.0,-118.0,0.0,10800.0,100.0,772.0362,44.9894,817.0256,15.0,0.0,0.0,7.0,0.0,7.0,13.9011,35.0,4.2836,4.4558,0.0,10.0,0.0934,4.6337,2.4882,25.0,3.3445,25.0,10800.0,10800.0,10408.9263,6476309048.0,622188.0,1137.2862,377398176.0,331841.0,0.0,0.0,30.0,569487.0,742.0,794651.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.8907,1828.0,1830.0,99.9475,1902.0,1903.0,0.0,0.0,1869.0,99.7114,691.0,693.0,100.0,202.0,202.0,0.0,0.0,0.0,100.0,270.0,270.0,100.0,5.0,5.0,100.0,5.0,5.0,100.0,5.0,5.0,99.784,2310.0,2315.0,12.2818,3244916.0,264205.0,0.0,0.0,264205.0,0.0,0.0,265035.0,100.0,0.0,0.0,100.0,0.0,0.0,6.5704,13.5155,7.0987,1.4715,10.1895,7.3624,-117.6667,-117.6667,-117.6667,0.0,10800.0,100.0,203.4121,47.9779,251.39,17.0,0.0,0.0,5.0,0.0,5.0,13.2231,37.0,3.6214,4.0981,0.0,11.0,0.2085,4.4077,1.6426,25.0,3.3789,25.0,10800.0,10800.0,6263.0328,1706344488.0,272447.0,1364.571,402467936.0,294941.0,0.0,0.0,189.0,257593.0,920.0,441249.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.9383,1620.0,1621.0,99.881,1679.0,1681.0,0.1778,3.0,1687.0,99.8423,633.0,634.0,100.0,159.0,159.0,0.0,0.0,0.0,100.0,297.0,297.0,100.0,12.0,12.0,100.0,12.0,12.0,100.0,12.0,12.0,99.9036,2072.0,2074.0,34.472,7520896.0,218174.0,0.0,0.0,218174.0,0.0,0.0,219900.0,100.0,0.0,0.0,100.0,0.0,0.0,7.0565,13.3809,5.5155,1.0087,12.551,8.5436,-118.0,-118.0,-118.0,0.0,10785.0,100.0,197.1035,36.549,233.6525,14.0,0.0,0.0,12.0,0.0,12.0,11.8225,30.0,3.1767,3.7697,0.0,10.0,0.2641,3.9408,1.7641,25.0,3.3452,25.0,10785.0,10785.0,5653.0201,1653423584.0,292485.0,1009.5336,306595344.0,303700.0,0.0,0.0,70.0,220651.0,1158.0,438425.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.9427,1743.0,1744.0,99.8345,1810.0,1813.0,0.1122,2.0,1782.0,100.0,468.0,468.0,98.1132,156.0,159.0,0.0,0.0,0.0,100.0,328.0,328.0,100.0,8.0,8.0,100.0,8.0,8.0,100.0,8.0,8.0,99.8652,2222.0,2225.0,34.3152,20443463.0,595747.0,0.0,0.0,595747.0,0.0,0.0,597066.0,100.0,0.0,0.0,100.0,0.0,0.0,9.0875,13.5153,9.3273,0.9478,17.4426,2.8556,-118.0,-118.0,-118.0,0.0,10800.0,100.0,649.1166,45.7376,694.8542,13.0,0.0,0.0,8.0,0.0,8.0,12.5024,33.0,3.5786,4.0172,0.0,11.0,0.135,4.1675,2.2719,25.0,3.3788,25.0,10800.0,10800.0,10016.8966,5445184976.0,543600.0,983.2669,383674680.0,390204.0,0.0,0.0,106.0,547235.0,953.0,705768.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1733.0,1733.0,99.7795,1810.0,1814.0,0.2807,5.0,1781.0,100.0,727.0,727.0,97.7077,341.0,349.0,0.0,0.0,0.0,100.0,354.0,354.0,100.0,7.0,7.0,100.0,7.0,7.0,100.0,7.0,7.0,99.693,2273.0,2280.0,26.4389,13031368.0,492887.0,0.0,0.0,492887.0,0.0,0.0,494592.0,100.0,0.0,0.0,100.0,0.0,0.0,9.4906,15.2249,7.1501,0.8537,16.6779,2.4447,-117.6667,-117.6667,-117.6667,0.0,10785.0,100.0,499.6106,64.0832,563.6938,16.0,0.0,0.0,7.0,0.0,7.0,15.1859,44.0,4.6247,5.4836,0.0,15.0,0.2065,5.062,2.3727,25.0,3.8062,25.0,10785.0,10785.0,7654.2622,4191037688.0,547543.0,923.8302,537568488.0,581891.0,0.0,0.0,90.0,495324.0,1574.0,762133.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1391.0,1391.0,100.0,1459.0,1459.0,0.2759,4.0,1450.0,99.8445,642.0,643.0,96.3158,183.0,190.0,0.0,0.0,0.0,100.0,240.0,240.0,100.0,6.0,6.0,100.0,6.0,6.0,100.0,6.0,6.0,100.0,1749.0,1749.0,21.8685,8587317.0,392679.0,0.0,0.0,392679.0,0.0,1.0,393590.0,100.0,0.0,0.0,100.0,0.0,0.0,8.4512,13.6808,7.2567,0.7288,17.3649,4.7745,-117.6667,-117.6667,-117.6667,0.0,10800.0,100.0,389.8481,40.2388,430.087,14.0,0.0,0.0,6.0,0.0,6.0,12.4971,31.0,3.9781,4.36,0.0,13.0,0.1126,4.1657,2.1128,25.0,3.4202,25.0,10800.0,10800.0,7217.4158,3270283264.0,453110.0,794.4675,337547792.0,424873.0,0.0,0.0,29.0,362501.0,694.0,616520.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1765.0,1765.0,99.9451,1822.0,1823.0,0.2206,4.0,1813.0,100.0,1354.0,1354.0,98.2143,220.0,224.0,0.0,0.0,0.0,100.0,250.0,250.0,100.0,10.0,10.0,100.0,10.0,10.0,100.0,10.0,10.0,99.8646,2212.0,2215.0,26.7192,10824947.0,405134.0,0.0,0.0,405134.0,0.0,1.0,406212.0,100.0,0.0,0.0,100.0,0.0,0.0,8.2533,13.8947,8.0653,0.7473,16.9794,1.66,-117.6667,-117.6667,-117.6667,0.0,10800.0,100.0,419.1504,36.3059,455.4563,25.0,0.0,0.0,10.0,0.0,10.0,14.8369,53.0,4.2103,4.8991,0.0,13.0,0.1416,4.9457,2.0633,25.0,3.4737,25.0,10800.0,10800.0,8273.577,3516088200.0,424978.0,799.0682,304556072.0,381139.0,0.0,0.0,35.0,378429.0,872.0,615769.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.9446,1804.0,1805.0,100.0,1864.0,1864.0,0.0536,1.0,1867.0,100.0,751.0,751.0,97.2678,178.0,183.0,0.0,0.0,0.0,100.0,284.0,284.0,100.0,10.0,10.0,100.0,10.0,10.0,100.0,10.0,10.0,99.9114,2256.0,2258.0,31.6901,15333301.0,483851.0,0.0,0.0,483851.0,0.0,0.0,485153.0,100.0,0.0,0.0,100.0,0.0,0.0,9.4728,14.2774,5.6732,0.8795,16.6175,1.0551,-117.6667,-117.6667,-117.6667,0.0,10800.0,100.0,475.0675,46.448,521.5155,28.0,0.0,0.0,10.0,0.0,10.0,15.6478,52.0,5.1233,6.0094,0.0,15.0,0.1528,5.2159,2.3682,25.0,3.5693,25.0,10800.0,10800.0,7142.0348,3985155408.0,557986.0,887.9753,389633776.0,438789.0,0.0,0.0,54.0,483092.0,1205.0,788396.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.9459,1847.0,1848.0,99.8953,1908.0,1910.0,0.0529,1.0,1890.0,100.0,730.0,730.0,100.0,147.0,147.0,0.0,0.0,0.0,100.0,271.0,271.0,100.0,14.0,14.0,100.0,14.0,14.0,100.0,14.0,14.0,99.7784,2251.0,2256.0,34.5633,17239558.0,498779.0,0.0,0.0,498779.0,0.0,0.0,500285.0,100.0,0.0,0.0,100.0,0.0,0.0,9.62,13.7977,7.2463,0.9887,17.0006,2.2365,-117.6667,-117.6667,-117.6667,0.0,10800.0,100.0,514.6061,40.4957,555.1018,18.0,0.0,0.0,14.0,0.0,14.0,14.9992,46.0,4.6708,5.3773,0.0,13.0,0.1733,4.9997,2.405,25.0,3.4494,25.0,10800.0,10800.0,7724.7897,4316828800.0,558828.0,967.9353,339702696.0,350956.0,0.0,0.0,21.0,472721.0,1309.0,755213.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,2072.0,2072.0,99.8125,2129.0,2133.0,0.0,0.0,2122.0,99.9209,1264.0,1265.0,98.9362,279.0,282.0,0.0,0.0,0.0,100.0,261.0,261.0,100.0,12.0,12.0,100.0,12.0,12.0,100.0,12.0,12.0,100.0,2519.0,2519.0,37.6214,25037088.0,665502.0,0.0,0.0,665502.0,0.0,0.0,668393.0,100.0,0.0,0.0,100.0,0.0,0.0,14.7733,15.491,4.8673,0.6724,17.199,2.4988,-117.6667,-117.6667,-117.6667,0.0,10800.0,100.0,710.6596,57.7377,768.3973,19.0,0.0,0.0,12.0,0.0,12.0,19.2722,41.0,6.5635,7.3585,0.0,14.0,0.3405,6.4241,3.6933,25.0,3.8728,25.0,10800.0,10800.0,5649.1376,5961444536.0,1055284.0,728.2014,484339152.0,665117.0,0.0,0.0,71.0,635043.0,4467.0,1311855.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.9065,2136.0,2138.0,99.8631,2189.0,2192.0,0.0927,2.0,2158.0,99.9184,1224.0,1225.0,100.0,303.0,303.0,0.0,0.0,0.0,100.0,265.0,265.0,100.0,19.0,19.0,100.0,19.0,19.0,100.0,19.0,19.0,99.8068,2583.0,2588.0,35.9776,43326647.0,1204266.0,0.0,0.0,1204266.0,0.0,1.0,1207669.0,100.0,0.0,0.0,100.0,0.0,0.0,17.0706,17.3381,6.7512,0.8488,14.8675,3.8283,-117.0,-117.0,-117.0,0.0,10800.0,100.0,1290.6626,103.6777,1394.3402,24.0,0.0,0.0,19.0,0.0,19.0,25.6203,56.0,9.5222,10.8808,0.0,18.0,0.1303,8.5401,4.2677,25.0,4.3345,25.0,10800.0,10800.0,8169.8605,10826862552.0,1325220.0,924.9157,869711168.0,940314.0,0.0,0.0,951.0,1096657.0,2254.0,1730222.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.8919,2773.0,2776.0,99.7544,2843.0,2850.0,0.4236,12.0,2833.0,99.917,1204.0,1205.0,99.6599,293.0,294.0,0.0,0.0,0.0,100.0,302.0,302.0,100.0,14.0,14.0,100.0,14.0,14.0,100.0,14.0,14.0,99.8773,3255.0,3259.0,48.0474,55257190.0,1150054.0,0.0,0.0,1150054.0,0.0,13.0,1157158.0,100.0,0.0,0.0,100.0,0.0,0.0,20.4323,18.6218,4.9257,0.9957,15.1031,9.2148,-117.0,-117.0,-117.0,0.0,10785.0,100.0,1195.2088,126.7228,1321.9316,22.0,0.0,0.0,14.0,0.0,14.0,26.5285,55.0,8.8058,10.237,0.0,16.0,0.2724,8.8428,5.1081,25.0,4.6555,25.0,10785.0,10785.0,6124.8858,10026137880.0,1636951.0,1007.9104,1063027936.0,1054685.0,0.0,0.0,206.0,1058338.0,5517.0,2025078.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.9127,2290.0,2292.0,99.9576,2356.0,2357.0,0.0861,2.0,2323.0,100.0,1032.0,1032.0,100.0,269.0,269.0,0.0,0.0,0.0,100.0,265.0,265.0,100.0,17.0,17.0,100.0,17.0,17.0,100.0,17.0,17.0,99.9275,2758.0,2760.0,31.8276,27806770.0,873669.0,0.0,0.0,873669.0,0.0,0.0,876616.0,100.0,0.0,0.0,100.0,0.0,0.0,13.693,16.9812,6.8443,1.2874,14.6611,5.6194,-117.3333,-117.3333,-117.3333,0.0,10800.0,100.0,888.1456,118.9606,1007.1062,18.0,0.0,0.0,17.0,0.0,17.0,22.7934,46.0,7.4908,8.4264,0.0,13.0,0.1672,7.5978,3.4233,25.0,4.2453,25.0,10800.0,10800.0,7388.6393,7450304912.0,1008346.0,1259.4024,997913936.0,792371.0,0.0,0.0,64.0,799604.0,2207.0,1320014.0,100.0,0.0,0.0
